Index	Token	Language
3100	say	Eng
3101	they	Eng
3102	did	Eng
3103	not	Eng
3104	know	Eng
3105	,	Eng
3106	pos	Span
3107	?	Span
3108	As�	Span
3109	lo	Span
3110	dejamos	Span
3111	.	Span
3112	<UNK>	Span
3113	y	Span
3114	no	Span
3115	pagan	Span
3116	.	Span
3117	Y	Span
3118	le	Span
3119	digo	Span
3120	so	Eng
3121	,	Eng
3122	make	Eng
3123	sure	Eng
3124	you	Eng
3125	pay	Eng
3126	,	Eng
3127	and	Eng
3128	if	Eng
3129	you	Eng
3130	do	Eng
3131	not	Eng
3132	pay	Eng
3133	,	Eng
3134	cuando	Span
3135	dice	Span
3136	Carlos	Eng
3137	,	Eng
3138	figure	Eng
3139	out	Eng
3140	a	Eng
3141	diligent	Eng
3142	way	Eng
3143	to	Eng
3144	tell	Eng
3145	them	Eng
3146	that	Eng
3147	,	Eng
3148	you	Eng
3149	know	Eng
3150	,	Eng
3151	if	Eng
3152	they	Eng
3153	did	Eng
3154	not	Eng
3155	pay	Eng
3156	they	Eng
3157	do	Eng
3158	not	Eng
3159	eat	Eng
3160	.	Eng
3161	I	Eng
3162	mean	Eng
3163	,	Eng
3164	they	Eng
3165	can	Eng
3166	eat	Eng
3167	,	Eng
3168	pero	Span
3169	tienen	Span
3170	que	Span
3171	comer	Span
3172	primero	Span
3173	los	Span
3174	que	Span
3175	pagaron	Span
3176	.	Span
3177	Umm	Span
3178	.	Span
3179	Remind	Eng
3180	me	Eng
3181	to	Eng
3182	give	Eng
3183	you	Eng
3184	the	Eng
3185	money	Eng
3186	that	Eng
3187	Tina	Eng
3188	gave	Eng
3189	me	Eng
3190	for	Eng
3191	?	Eng
3192	For	Eng
3193	her	Eng
3194	and	Eng
3195	.	Eng
3196	And	Eng
3197	your	Eng
3198	three	Eng
3199	tech	Eng
3200	guys	Eng
3201	,	Eng
3202	and	Eng
3203	then	Eng
3204	umm	Eng
3205	,	Eng
3206	and	Eng
3207	Steve	Eng
3208	gave	Eng
3209	me	Eng
3210	for	Eng
3211	him	Eng
3212	and	Eng
3213	Deana	Eng
3214	.	Eng
3215	OK	Eng
3216	.	Eng
3217	Ya	Span
3218	se	Span
3219	esta	Span
3220	preocupando	Span
3221	Michael	Eng
3222	,	Eng
3223	uh	Eng
3224	,	Eng
3225	este	Span
3226	Carlos	Eng
3227	.	Eng
3228	Por	Span
3229	qu�	Span
3230	?	Span
3231	Whoa	Eng
3232	.	Eng
3233	How	Eng
3234	many	Eng
3235	do	Eng
3236	we	Eng
3237	have	Eng
3238	?	Eng
3239	What	Eng
3240	are	Eng
3241	you	Eng
3242	gonna	Eng
3243	get	Eng
3244	?	Eng
3245	Steak	Eng
3246	and	Eng
3247	chicken	Eng
3248	.	Eng
3249	And	Eng
3250	what	Eng
3251	sides	Eng
3252	is	Eng
3253	he	Eng
3254	getting	Eng
3255	?	Eng
3256	Nothing	Eng
3257	?	Eng
3258	I	Eng
3259	mean	Eng
3260	,	Eng
3261	if	Eng
3262	that	Eng
3263	is	Eng
3264	how	Eng
3265	it	Eng
3266	is	Eng
3267	,	Eng
3268	take	Eng
3269	the	Eng
3270	chicken	Eng
3271	and	Eng
3272	?	Eng
3273	No	Eng
3274	,	Eng
3275	no	Eng
3276	,	Eng
3277	pos	Span
3278	la	Span
3279	,	Span
3280	esta	Span
3281	Tere	Span
3282	va	Span
3283	a	Span
3284	traer	Span
3285	una	Span
3286	salad	Eng
3287	,	Eng
3288	and	Eng
3289	Lisa	Eng
3290	va	Span
3291	a	Span
3292	traer	Span
3293	beans	Eng
3294	.	Eng
3295	And	Eng
3296	,	Eng
3297	I	Eng
3298	am	Eng
3299	gonna	Eng
3300	bring	Eng
3301	some	Eng
3302	kind	Eng
3303	of	Eng
3304	potato	Eng
3305	.	Eng
3306	We	Eng
3307	wanted	Eng
3308	to	Eng
3309	do	Eng
3310	baked	Eng
3311	potatoes	Eng
3312	,	Eng
3313	but	Eng
3314	with	Eng
3315	that	Eng
3316	many	Eng
3317	people	Eng
3318	.	Eng
3319	Nhh-mmm	Eng
3320	.	Eng
3321	that	Eng
3322	is	Eng
3323	too	Eng
3324	much	Eng
3325	.	Eng
3326	I	Eng
3327	will	Eng
3328	have	Eng
3329	to	Eng
3330	maybe	Eng
3331	just	Eng
3332	to	Eng
3333	mix	Eng
3334	some	Eng
3335	kind	Eng
3336	of	Eng
3337	potato	Eng
3338	casserole	Eng
3339	.	Eng
3340	Or	Eng
3341	maybe	Eng
3342	just	Eng
3343	cut	Eng
3344	up	Eng
3345	the	Eng
3346	potatoes	Eng
3347	with	Eng
3348	some	Eng
3349	butter	Eng
3350	or	Eng
3351	something	Eng
3352	.	Eng
3353	Hmm	Eng
3354	.	Eng
3355	Something	Eng
3356	I	Eng
3357	can	Eng
3358	put	Eng
3359	in	Eng
3360	the	Eng
3361	microwave	Eng
3362	because	Eng
3363	?	Eng
3364	Real	Eng
3365	quick	Eng
3366	.	Eng
3367	It	Eng
3368	is	Eng
3369	hard	Eng
3370	to	Eng
3371	cook	Eng
3372	.	Eng
3373	In	Eng
3374	the	Eng
3375	microwave	Eng
3376	.	Eng
3377	And	Eng
3378	then	Eng
3379	,	Eng
3380	uh	Eng
3381	probably	Eng
3382	order	Eng
3383	a	Eng
3384	cake	Eng
3385	for	Eng
3386	Lisa	Eng
3387	,	Eng
3388	since	Eng
3389	it	Eng
3390	is	Eng
3391	her	Eng
3392	birthday	Eng
3393	.	Eng
3394	So	Eng
3395	,	Eng
3396	is	Eng
3397	Carlos	Eng
3398	gonna	Eng
3399	start	Eng
3400	cooking	Eng
3401	at	Eng
3402	eleven-thirty	Eng
3403	?	Eng
3404	Probably	Eng
3405	at	Eng
3406	eleven	Eng
3407	,	Eng
3408	I	Eng
3409	think	Eng
3410	.	Eng
3411	Mmm	Eng
3412	.	Eng
3413	Maybe	Eng
3414	a	Eng
3415	little	Eng
3416	bit	Eng
3417	,	Eng
3418	it	Eng
3419	is	Eng
3420	to	Eng
3421	start	Eng
3422	at	Eng
3423	what	Eng
3424	,	Eng
3425	eleven-thirty	Eng
3426	?	Eng
3427	I	Eng
3428	do	Eng
3429	not	Eng
3430	think	Eng
3431	he	Eng
3432	will	Eng
3433	have	Eng
3434	everything	Eng
3435	finished	Eng
3436	in	Eng
3437	thirty	Eng
3438	minutes	Eng
3439	?	Eng
3440	Will	Eng
3441	he	Eng
3442	?	Eng
3443	I	Eng
3444	do	Eng
3445	not	Eng
3446	know	Eng
3447	.	Eng
3448	He	Eng
3449	is	Eng
3450	already	Eng
3451	,	Eng
3452	he	Eng
3453	does	Eng
3454	it	Eng
3455	all	Eng
3456	the	Eng
3457	time	Eng
3458	so	Eng
3459	I	Eng
3460	am	Eng
3461	sure	Eng
3462	he	Eng
3463	already	Eng
3464	knows	Eng
3465	.	Eng
3466	He	Eng
3467	is	Eng
3468	already	Eng
3469	got	Eng
3470	it	Eng
3471	down	Eng
3472	to	Eng
3473	a	Eng
3474	sign	Eng
3475	.	Eng
3476	He	Eng
3477	has	Eng
3478	pract-	Eng
3479	probably	Eng
3480	practiced	Eng
3481	by	Eng
3482	the	Eng
3483	way	Eng
3484	.	Eng
3485	Well	Eng
3486	I	Eng
3487	am	Eng
3488	sure	Eng
3489	he	Eng
3490	does	Eng
3491	.	Eng
3492	He	Eng
3493	what	Eng
3494	?	Eng
3495	He	Eng
3496	has	Eng
3497	practiced	Eng
3498	already	Eng
3499	.	Eng
3500	The	Eng
3501	only	Eng
3502	thing	Eng
3503	he	Eng
3504	is	Eng
3505	concerned	Eng
3506	with	Eng
3507	our	Eng
3508	chairs	Eng
3509	.	Eng
3510	Umm	Eng
3511	...	Eng
3512	he	Eng
3513	set/said	Eng
3514	about	Eng
3515	four	Eng
3516	tables	Eng
3517	.	Eng
3518	Is	Eng
3519	it	Eng
3520	gonna	Eng
3521	be	Eng
3522	at	Eng
3523	ten	Eng
3524	<UNK>	Eng
3525	with	Eng
3526	the	Eng
3527	grassy	Eng
3528	area	Eng
3529	?	Eng
3530	Will	Eng
3531	we	Eng
3532	have	Eng
3533	the	Eng
3534	tailgate	Eng
3535	party	Eng
3536	?	Eng
3537	Uh-uh	Eng
3538	.	Eng
3539	Enfrente	Span
3540	,	Span
3541	con	Span
3542	zacate	Span
3543	y	Span
3544	?	Span
3545	Oh	Eng
3546	,	Eng
3547	OK	Eng
3548	.	Eng
3549	The	Eng
3550	lawn	Eng
3551	.	Eng
3552	Mmm-hmm	Eng
3553	.	Eng
3554	Ah�	Span
3555	va	Span
3556	ser	Span
3557	.	Span
3558	So	Eng
3559	,	Eng
3560	uh	Eng
3561	?	Eng
3562	we	Eng
3563	will	Eng
3564	see	Eng
3565	about	Eng
3566	tables	Eng
3567	and	Eng
3568	chairs	Eng
3569	.	Eng
3570	It	Eng
3571	will	Eng
3572	be	Eng
3573	nice	Eng
3574	.	Eng
3575	He	Eng
3576	said	Eng
3577	Tere	Eng
3578	Lucas	Eng
3579	,	Eng
3580	no	Eng
3581	,	Eng
3582	as	Eng
3583	uh	Eng
3584	,	Eng
3585	what	Eng
3586	?	Eng
3587	Carol	Eng
3588	,	Eng
3589	no	Eng
3590	,	Eng
3591	dijo	Span
3592	esto	Span
3593	ya	Span
3594	no	Span
3595	es	Span
3596	piquiniqui	Eng
3597	,	Eng
3598	dijo	Span
3599	,	Span
3600	es	Span
3601	pachanga	Span
3602	,	Span
3603	y	Span
3604	le	Span
3605	dije	Span
3606	y	Span
3607	para	Span
3608	changos	Span
3609	tambi�n	Span
3610	.	Span
3611	Maybe	Eng
3612	we	Eng
3613	can	Eng
3614	have	Eng
3615	an	Eng
3616	evaluation	Eng
3617	done	Eng
3618	?	Eng
3619	that	Eng
3620	tomorrow	Eng
3621	.	Eng
3622	The	Eng
3623	evaluation	Eng
3624	done	Eng
3625	?	Eng
3626	What	Eng
3627	evaluation	Eng
3628	?	Eng
3629	The	Eng
3630	personal	Eng
3631	.	Eng
3632	Oh	Eng
3633	,	Eng
3634	is	Eng
3635	that	Eng
3636	one	Eng
3637	you	Eng
3638	have	Eng
3639	to	Eng
3640	,	Eng
3641	uh	Eng
3642	,	Eng
3643	the	Eng
3644	?	Eng
3645	Oh	Eng
3646	yeah	Eng
3647	,	Eng
3648	we	Eng
3649	can	Eng
3650	have	Eng
3651	the	Eng
3652	tape	Eng
3653	recording	Eng
3654	there	Eng
3655	.	Eng
3656	Poor	Eng
3657	Michael	Eng
3658	,	Eng
3659	he	Eng
3660	is	Eng
3661	upset	Eng
3662	.	Eng
3663	I	Eng
3664	am	Eng
3665	speechless	Eng
3666	.	Eng
3667	Well	Eng
3668	,	Eng
3669	I	Eng
3670	do	Eng
3671	not	Eng
3672	blame	Eng
3673	you	Eng
3674	.	Eng
3675	Like	Eng
3676	he	Eng
3677	said	Eng
3678	,	Eng
3679	it	Eng
3680	does	Eng
3681	not	Eng
3682	make	Eng
3683	sense	Eng
3684	.	Eng
3685	No	Eng
3686	.	Eng
3687	They	Eng
3688	want	Eng
3689	,	Eng
3690	the	Eng
3691	Dean	Eng
3692	wants	Eng
3693	us	Eng
3694	to	Eng
3695	do	Eng
3696	another	Eng
3697	va	Eng
3698	?	Eng
3699	you	Eng
3700	know	Eng
3701	the	Eng
3702	<UNK>	Eng
3703	what	Eng
3704	a	Eng
3705	year	Eng
3706	ago	Eng
3707	,	Eng
3708	two	Eng
3709	years	Eng
3710	ago	Eng
3711	?	Eng
3712	Oh	Eng
3713	yeah	Eng
3714	,	Eng
3715	yeah	Eng
3716	.	Eng
3717	The	Eng
3718	one	Eng
3719	,	Eng
3720	the	Eng
3721	<UNK>	Eng
3722	the	Eng
3723	personality	Eng
3724	test	Eng
3725	.	Eng
3726	The	Eng
3727	one	Eng
3728	that	Eng
3729	,	Eng
3730	the	Eng
3731	one	Eng
3732	that	Eng
3733	they	Eng
3734	ask	Eng
3735	questions	Eng
3736	at	Eng
3737	they	Eng
3738	are	Eng
3739	like	Eng
3740	.	Eng
3741	Oh	Eng
3742	gosh	Eng
3743	.	Eng
3744	Save	Eng
3745	the	Eng
3746	green	Eng
3747	people	Eng
3748	and	Eng
3749	the	Eng
3750	gold	Eng
3751	people	Eng
3752	.	Eng
3753	Yeah	Eng
3754	.	Eng
3755	<UNK>	Eng
3756	green	Eng
3757	,	Eng
3758	I	Eng
3759	always	Eng
3760	know	Eng
3761	I	Eng
3762	am	Eng
3763	the	Eng
3764	<UNK>	Eng
3765	guy	Eng
3766	.	Eng
3767	Yeah	Eng
3768	,	Eng
3769	that	Eng
3770	is	Eng
3771	.	Eng
3772	He	Eng
3773	wants	Eng
3774	to	Eng
3775	know	Eng
3776	exactly	Eng
3777	what	Eng
3778	is	Eng
3779	<UNK>	Eng
3780	.	Eng
3781	Two	Eng
3782	hours	Eng
3783	.	Eng
3784	I	Eng
3785	am	Eng
3786	gonna	Eng
3787	be	Eng
3788	away	Eng
3789	two	Eng
3790	hours	Eng
3791	.	Eng
3792	Just	Eng
3793	you	Eng
3794	?	Eng
3795	No	Eng
3796	,	Eng
3797	everybody	Eng
3798	.	Eng
3799	On	Eng
3800	the	Eng
3801	,	Eng
3802	on	Eng
3803	our	Eng
3804	group	Eng
3805	only	Eng
3806	.	Eng
3807	Only	Eng
3808	the	Eng
3809	tech	Eng
3810	groups	Eng
3811	.	Eng
3812	Which	Eng
3813	makes	Eng
3814	no	Eng
3815	sense	Eng
3816	,	Eng
3817	and	Eng
3818	like	Eng
3819	,	Eng
3820	so	Eng
3821	that	Eng
3822	is	Eng
3823	personality	Eng
3824	,	Eng
3825	personality	Eng
3826	test	Eng
3827	for	Eng
3828	the	Eng
3829	take	Eng
3830	test	Eng
3831	<UNK>	Eng
3832	I	Eng
3833	wonder	Eng
3834	what	Eng
3835	they	Eng
3836	are	Eng
3837	gonna	Eng
3838	be	Eng
3839	.	Eng
3840	The	Eng
3841	text	Eng
3842	.	Eng
3843	The	Eng
3844	text	Eng
3845	.	Eng
3846	Yeah	Eng
3847	,	Eng
3848	the	Eng
3849	ques-	Eng
3850	,	Eng
3851	if	Eng
3852	the	Eng
3853	same	Eng
3854	,	Eng
3855	if	Eng
3856	the	Eng
3857	questions	Eng
3858	are	Eng
3859	gonna	Eng
3860	be	Eng
3861	the	Eng
3862	same	Eng
3863	.	Eng
3864	They	Eng
3865	are	Eng
3866	not	Eng
3867	gonna	Eng
3868	be	Eng
3869	the	Eng
3870	same	Eng
3871	.	Eng
3872	The	Eng
3873	results	Eng
3874	are	Eng
3875	gonna	Eng
3876	be	Eng
3877	the	Eng
3878	same	Eng
3879	,	Eng
3880	I	Eng
3881	am	Eng
3882	thinking	Eng
3883	.	Eng
3884	Ahem	Eng
3885	.	Eng
3886	The	Eng
3887	only	Eng
3888	difference	Eng
3889	is	Eng
3890	gonna	Eng
3891	find	Eng
3892	out	Eng
3893	who	Eng
3894	is	Eng
3895	more	Eng
3896	technical	Eng
3897	than	Eng
3898	the	Eng
3899	other	Eng
3900	one	Eng
3901	<UNK>	Eng
3902	.	Eng
3903	Finally	Eng
3904	got	Eng
3905	those	Eng
3906	two	Eng
3907	students	Eng
3908	paid	Eng
3909	.	Eng
3910	Uh	Eng
3911	,	Eng
3912	Byron	Eng
3913	s	Eng
3914	students	Eng
3915	,	Eng
3916	uh	Eng
3917	,	Eng
3918	Parsa	Eng
3919	and	Eng
3920	Badal	Eng
3921	.	Eng
3922	Finally	Eng
3923	,	Eng
3924	they	Eng
3925	are	Eng
3926	gonna	Eng
3927	cut	Eng
3928	a	Eng
3929	check	Eng
3930	either	Eng
3931	today	Eng
3932	or	Eng
3933	tomorrow	Eng
3934	.	Eng
3935	Es	Span
3936	que	Span
3937	they	Eng
3938	are	Eng
3939	,	Eng
3940	they	Eng
3941	are	Eng
3942	here	Eng
3943	from	Eng
3944	India	Eng
3945	just	Eng
3946	for	Eng
3947	twenty	Eng
3948	days	Eng
3949	or	Eng
3950	twenty-two	Eng
3951	days	Eng
3952	.	Eng
3953	Why	Eng
3954	?	Eng
3955	Like	Eng
3956	,	Eng
3957	uh	Eng
3958	.	Eng
3959	Well	Eng
3960	they	Eng
3961	were	Eng
3962	students	Eng
3963	,	Eng
3964	but	Eng
3965	he	Eng
3966	uh	Eng
3967	,	Eng
3968	since	Eng
3969	he	Eng
3970	could	Eng
3971	not	Eng
3972	appoint	Eng
3973	them	Eng
3974	like	Eng
3975	students	Eng
3976	,	Eng
3977	he	Eng
3978	had	Eng
3979	to	Eng
3980	do	Eng
3981	APS	Eng
3982	<UNK>	Eng
3983	.	Eng
3984	Uh	Eng
3985	,	Eng
3986	they	Eng
3987	are	Eng
3988	helping	Eng
3989	him	Eng
3990	with	Eng
3991	research	Eng
3992	,	Eng
3993	with	Eng
3994	the	Eng
3995	research	Eng
3996	.	Eng
3997	But	Eng
3998	just	Eng
3999	for	Eng
4000	twenty	Eng
4001	days	Eng
4002	?	Eng
4003	Twenty	Eng
4004	days	Eng
4005	,	Eng
4006	yeah	Eng
4007	.	Eng
4008	Yeah	Eng
4009	,	Eng
4010	but	Eng
4011	those	Eng
4012	guys	Eng
4013	are	Eng
4014	there	Eng
4015	everyday	Eng
4016	.	Eng
4017	Yeah	Eng
4018	.	Eng
4019	Aww	Eng
4020	.	Eng
4021	And	Eng
4022	ummm	Eng
4023	.	Eng
4024	And	Eng
4025	then	Eng
4026	they	Eng
4027	are	Eng
4028	,	Eng
4029	they	Eng
4030	are	Eng
4031	kind	Eng
4032	of	Eng
4033	watching	Eng
4034	<UNK>	Eng
4035	what	Eng
4036	we	Eng
4037	are	Eng
4038	doing	Eng
4039	with	Eng
4040	these	Eng
4041	two	Eng
4042	.	Eng
4043	They	Eng
4044	want	Eng
4045	to	Eng
4046	do	Eng
4047	the	Eng
4048	same	Eng
4049	thing	Eng
4050	over	Eng
4051	there	Eng
4052	.	Eng
4053	They	Eng
4054	want	Eng
4055	to	Eng
4056	bring	Eng
4057	some	Eng
4058	student	Eng
4059	,	Eng
4060	and	Eng
4061	they	Eng
4062	wanna	Eng
4063	see	Eng
4064	<UNK>	Eng
4065	how	Eng
4066	much	Eng
4067	it	Eng
4068	costs	Eng
4069	to	Eng
4070	bring	Eng
4071	?	Eng
4072	Dijo	Span
4073	,	Span
4074	well	Eng
4075	,	Eng
4076	how	Eng
4077	much	Eng
4078	did	Eng
4079	you	Eng
4080	have	Eng
4081	to	Eng
4082	pay	Eng
4083	for	Eng
4084	the	Eng
4085	two	Eng
4086	students	Eng
4087	?	Eng
4088	Le	Span
4089	dijo	Span
4090	,	Span
4091	one	Eng
4092	of	Eng
4093	them	Eng
4094	was	Eng
4095	four	Eng
4096	thousand	Eng
4097	,	Eng
4098	the	Eng
4099	other	Eng
4100	was	Eng
4101	thirty-eight	Eng
4102	hundred	Eng
4103	.	Eng
4104	For	Eng
4105	tw-	Eng
4106	twenty	Eng
4107	days	Eng
4108	?	Eng
4109	Yeah	Eng
4110	,	Eng
4111	but	Eng
4112	that	Eng
4113	includes	Eng
4114	the	Eng
4115	air	Eng
4116	.	Eng
4117	The	Eng
4118	air	Eng
4119	and	Eng
4120	their	Eng
4121	living	Eng
4122	expenses	Eng
4123	.	Eng
4124	Hello	Eng
4125	.	Eng
4126	Ooh	Eng
4127	,	Eng
4128	where	Eng
4129	were	Eng
4130	they	Eng
4131	staying	Eng
4132	at	Eng
4133	?	Eng
4134	Uh	Eng
4135	,	Eng
4136	in	Eng
4137	an	Eng
4138	apartment	Eng
4139	,	Eng
4140	I	Eng
4141	think	Eng
4142	.	Eng
4143	In	Eng
4144	a	Eng
4145	Sheridan	Eng
4146	apartment	Eng
4147	.	Eng
4148	Wow	Eng
4149	.	Eng
4150	It	Eng
4151	is	Eng
4152	just	Eng
4153	a	Eng
4154	thirty	Eng
4155	day	Eng
4156	apartment	Eng
4157	.	Eng
4158	So	Eng
4159	,	Eng
4160	ponle	Span
4161	que	Span
4162	hagan	Span
4163	?	Span
4164	I	Eng
4165	mean	Eng
4166	,	Eng
4167	the	Eng
4168	cheapest	Eng
4169	must	Eng
4170	be	Eng
4171	six	Eng
4172	,	Eng
4173	seven	Eng
4174	hundred	Eng
4175	dollars	Eng
4176	,	Eng
4177	no	Eng
4178	?	Eng
4179	Nah	Eng
4180	?	Eng
4181	There	Eng
4182	is	Eng
4183	one	Eng
4184	near	Eng
4185	by	Eng
4186	University	Eng
4187	the	Eng
4188	,	Eng
4189	whatever	Eng
4190	it	Eng
4191	is	Eng
4192	called	Eng
4193	.	Eng
4194	Is	Eng
4195	that	Eng
4196	where	Eng
4197	the	Eng
4198	hotel	Eng
4199	is	Eng
4200	gonna	Eng
4201	come	Eng
4202	handy	Eng
4203	?	Eng
4204	The	Eng
4205	Holiday	Eng
4206	Inn	Eng
4207	?	Eng
4208	Possibly	Eng
4209	,	Eng
4210	but	Eng
4211	that	Eng
4212	would	Eng
4213	be	Eng
4214	expensive	Eng
4215	,	Eng
4216	that	Eng
4217	would	Eng
4218	still	Eng
4219	be	Eng
4220	more	Eng
4221	expensive	Eng
4222	than	Eng
4223	an	Eng
4224	apartment	Eng
4225	.	Eng
4226	that	Eng
4227	would	Eng
4228	not	Eng
4229	be	Eng
4230	for	Eng
4231	people	Eng
4232	like	Eng
4233	them	Eng
4234	.	Eng
4235	Hmm-hmm	Eng
4236	,	Eng
4237	no	Eng
4238	.	Eng
4239	Oh	Eng
4240	.	Eng
4241	So	Eng
4242	four	Eng
4243	thousand	Eng
4244	is	Eng
4245	.	Eng
4246	I	Eng
4247	imagine	Eng
4248	the	Eng
4249	air	Eng
4250	fare	Eng
4251	must	Eng
4252	have	Eng
4253	been	Eng
4254	up	Eng
4255	there	Eng
4256	in	Eng
4257	a	Eng
4258	thousand	Eng
4259	at	Eng
4260	least	Eng
4261	.	Eng
4262	Oh	Eng
4263	yeah	Eng
4264	,	Eng
4265	umm	Eng
4266	.	Eng
4267	Three	Eng
4268	hundred	Eng
4269	plus	Eng
4270	their	Eng
4271	apartment	Eng
4272	,	Eng
4273	fifteen	Eng
4274	hundred	Eng
4275	.	Eng
4276	there	Eng
4277	is	Eng
4278	another	Eng
4279	two	Eng
4280	.	Eng
4281	Plus	Eng
4282	food	Eng
4283	.	Eng
4284	India	Eng
4285	.	Eng
4286	Thousand	Eng
4287	,	Eng
4288	food	Eng
4289	?	Eng
4290	And	Eng
4291	so	Eng
4292	,	Eng
4293	for	Eng
4294	their	Eng
4295	services	Eng
4296	that	Eng
4297	they	Eng
4298	provided	Eng
4299	.	Eng
4300	What	Eng
4301	kind	Eng
4302	of	Eng
4303	<UNK>	Eng
4304	?	Eng
4305	<UNK>	Eng
4306	Six	Eng
4307	hundred	Eng
4308	.	Eng
4309	I	Eng
4310	do	Eng
4311	not	Eng
4312	know	Eng
4313	.	Eng
4314	Heard	Eng
4315	they	Eng
4316	were	Eng
4317	doing	Eng
4318	research	Eng
4319	.	Eng
4320	Research	Eng
4321	.	Eng
4322	Audio	Eng
4323	.	Eng
4324	It	Eng
4325	is	Eng
4326	probably	Eng
4327	related	Eng
4328	to	Eng
4329	this	Eng
4330	.	Eng
4331	Yeah	Eng
4332	.	Eng
4333	Yeah	Eng
4334	.	Eng
4335	It	Eng
4336	is	Eng
4337	probably	Eng
4338	related	Eng
4339	to	Eng
4340	that	Eng
4341	.	Eng
4342	Probably	Eng
4343	.	Eng
4344	Mmm-hmm	Eng
4345	.	Eng
4346	So	Eng
4347	,	Eng
4348	umm	Eng
4349	,	Eng
4350	you	Eng
4351	know	Eng
4352	,	Eng
4353	it	Eng
4354	took	Eng
4355	me	Eng
4356	forever	Eng
4357	to	Eng
4358	get	Eng
4359	their	Eng
4360	check	Eng
4361	.	Eng
4362	They	Eng
4363	lost	Eng
4364	,	Eng
4365	you	Eng
4366	know	Eng
4367	the	Eng
4368	one	Eng
4369	that	Eng
4370	they	Eng
4371	said	Eng
4372	that	Eng
4373	they	Eng
4374	had	Eng
4375	mailed	Eng
4376	you	Eng
4377	?	Eng
4378	Si	Span
4379	?	Span
4380	They	Eng
4381	are	Eng
4382	still	Eng
4383	looking	Eng
4384	for	Eng
4385	it	Eng
4386	.	Eng
4387	Bah	Eng
4388	,	Eng
4389	a	Span
4390	m�	Span
4391	nunca	Span
4392	me	Span
4393	lleg�	Span
4394	!	Span
4395	Umm	Span
4396	,	Span
4397	and	Eng
4398	so	Eng
4399	then	Eng
4400	we	Eng
4401	sent	Eng
4402	another	Eng
4403	one	Eng
4404	.	Eng
4405	And	Eng
4406	,	Eng
4407	well	Eng
4408	they	Eng
4409	lost	Eng
4410	that	Eng
4411	one	Eng
4412	too	Eng
4413	.	Eng
4414	That	Eng
4415	one	Eng
4416	was	Eng
4417	hand	Eng
4418	carried	Eng
4419	,	Eng
4420	and	Eng
4421	they	Eng
4422	said	Eng
4423	they	Eng
4424	went	Eng
4425	to	Eng
4426	the	Eng
4427	provost	Eng
4428	office	Eng
4429	,	Eng
4430	I	Eng
4431	called	Eng
4432	the	Eng
4433	provost	Eng
4434	office	Eng
4435	,	Eng
4436	we	Eng
4437	do	Eng
4438	not	Eng
4439	have	Eng
4440	it	Eng
4441	.	Eng
4442	I	Eng
4443	called	Eng
4444	Ericka	Eng
4445	,	Eng
4446	and	Eng
4447	where	Eng
4448	did	Eng
4449	you	Eng
4450	send	Eng
4451	it	Eng
4452	?	Eng
4453	because	Eng
4454	she	Eng
4455	told	Eng
4456	me	Eng
4457	she	Eng
4458	went	Eng
4459	she	Eng
4460	sent	Eng
4461	it	Eng
4462	to	Eng
4463	provost	Eng
4464	.	Eng
4465	Oh	Eng
4466	,	Eng
4467	no	Eng
4468	they	Eng
4469	said	Eng
4470	,	Eng
4471	we	Eng
4472	sent	Eng
4473	it	Eng
4474	to	Eng
4475	ORSP	Eng
4476	<UNK>	Eng
4477	.	Eng
4478	And	Eng
4479	ORSP	Eng
4480	had	Eng
4481	just	Eng
4482	told	Eng
4483	me	Eng
4484	they	Eng
4485	did	Eng
4486	not	Eng
4487	have	Eng
4488	it	Eng
4489	.	Eng
4490	I	Eng
4491	called	Eng
4492	back	Eng
4493	,	Eng
4494	he	Eng
4495	said	Eng
4496	oh	Eng
4497	,	Eng
4498	yeah	Eng
4499	I	Eng
4500	got	Eng
4501	it	Eng
4502	.	Eng
4503	Le	Span
4504	dije	Span
4505	,	Span
4506	well	Eng
4507	,	Eng
4508	where	Eng
4509	is	Eng
4510	it	Eng
4511	?	Eng
4512	It	Eng
4513	is	Eng
4514	upstairs	Eng
4515	,	Eng
4516	le	Span
4517	dije	Span
4518	,	Span
4519	I	Eng
4520	am	Eng
4521	sorry	Eng
4522	,	Eng
4523	I	Eng
4524	do	Eng
4525	not	Eng
4526	know	Eng
4527	where	Eng
4528	upstairs	Eng
4529	is	Eng
4530	.	Eng
4531	What	Eng
4532	do	Eng
4533	you	Eng
4534	mean	Eng
4535	it	Eng
4536	is	Eng
4537	upstairs	Eng
4538	?	Eng
4539	Where	Eng
4540	is	Eng
4541	upstairs	Eng
4542	?	Eng
4543	Dice	Span
4544	,	Span
4545	well	Eng
4546	it	Eng
4547	is	Eng
4548	,	Eng
4549	uh	Eng
4550	,	Eng
4551	in	Eng
4552	the	Eng
4553	reception	Eng
4554	area	Eng
4555	.	Eng
4556	ORSP	Eng
4557	le	Span
4558	dije	Span
4559	,	Span
4560	and	Eng
4561	where	Eng
4562	is	Eng
4563	it	Eng
4564	going	Eng
4565	next	Eng
4566	?	Eng
4567	Digo	Span
4568	,	Span
4569	to	Eng
4570	the	Eng
4571	provost	Eng
4572	office	Eng
4573	.	Eng
4574	Le	Span
4575	dije	Span
4576	,	Span
4577	well	Eng
4578	,	Eng
4579	le	Span
4580	dije	Span
4581	I	Eng
4582	put	Eng
4583	a	Eng
4584	big	Eng
