Index	Token	Language
12640	.	Punct
12641	but	Eng
12642	NOT	Eng
12643	to	Eng
12644	death	Eng
12645	,	Punct
12646	not	Eng
12647	yet	Eng
12648	.	Punct
12649	And	Eng
12650	Ida	NamedEnt
12651	,	Punct
12652	mi	Spn
12653	suegra	Spn
12654	,	Punct
12655	fresh	Eng
12656	in	Eng
12657	the	Eng
12658	grave	Eng
12659	,	Punct
12660	y	Spn
12661	ella	Spn
12662	tan	Spn
12663	buena	Spn
12664	,	Punct
12665	tan	Spn
12666	vivaz	Spn
12667	.	Punct
12668	Y	Spn
12669	no	Spn
12670	quiero	Spn
12671	.	Punct
12672	No	Spn
12673	quiero	Spn
12674	put	Eng
12675	all	Eng
12676	that	Eng
12677	guilt	Eng
12678	crap	Eng
12679	and	Eng
12680	heredity	Eng
12681	shit	Eng
12682	on	Eng
12683	Joey	NamedEnt
12684	,	Punct
12685	with	Eng
12686	his	Eng
12687	bandaged	Eng
12688	wrist	Eng
12689	and	Eng
12690	his	Eng
12691	beautiful	Eng
12692	dark	Eng
12693	almond	Eng
12694	eyes	Eng
12695	.	Punct
12696	Y	Spn
12697	así	Spn
12698	,	Punct
12699	le	Spn
12700	diseño	Spn
12701	un	Spn
12702	self-improvement	Eng
12703	course	Eng
12704	on	Eng
12705	paper	Eng
12706	:	Punct
12707	1	Num
12708	)	Punct
12709	write	Eng
12710	an	Eng
12711	essay	Eng
12712	about	Eng
12713	how	Eng
12714	this	Eng
12715	situation	Eng
12716	could	Eng
12717	have	Eng
12718	been	Eng
12719	resolved	Eng
12720	without	Eng
12721	the	Eng
12722	use	Eng
12723	of	Eng
12724	force	Eng
12725	2	Num
12726	)	Punct
12727	pay	Eng
12728	for	Eng
12729	broken	Eng
12730	glass	Eng
12731	with	Eng
12732	allowance	Eng
12733	3	Num
12734	)	Punct
12735	leer	Spn
12736	Lord	Eng
12737	of	Eng
12738	the	Eng
12739	Fliesy	NamedEnt
12740	analizar	Spn
12741	su	Spn
12742	moraleja	Spn
12743	.	Punct
12744	Esto	Spn
12745	basta	Spn
12746	?	Punct
12747	Is	Eng
12748	he	Eng
12749	damaged	Eng
12750	?	Punct
12751	Will	Eng
12752	he	Eng
12753	be	Eng
12754	all	Eng
12755	right	Eng
12756	?	Punct
12757	Am	Eng
12758	I	Eng
12759	?	Punct
12760	V	Num
12761	Celos	Spn
12762	Pasional	Spn
12763	Crónica	Spn
12764	14	Num
12765	julio	Spn
12766	2001	Num
12767	Buenos	NamedEnt
12768	Aires	NamedEnt
12769	For	Eng
12770	Suzinn	NamedEnt
12771	“	Punct
12772	Lee	NamedEnt
12773	"	Punct
12774	Weiss	NamedEnt
12775	Mamá	Spn
12776	y	Spn
12777	papá	Spn
12778	,	Punct
12779	after	Eng
12780	their	Eng
12781	flechazo	Spn
12782	meeting	Eng
12783	en	Spn
12784	la	Spn
12785	cubierta	Spn
12786	de	Spn
12787	ese	Spn
12788	Transatlantic	Eng
12789	liner	Eng
12790	carrying	Eng
12791	them	Eng
12792	to	Eng
12793	a	Eng
12794	study	Eng
12795	abroad	Eng
12796	program	Eng
12797	en	Spn
12798	Madrid	NamedEnt
12799	en	Spn
12800	el	Spn
12801	verano	Spn
12802	del	Spn
12803	‘	Punct
12804	49	Num
12805	(	Punct
12806	I	Eng
12807	think	Eng
12808	)	Punct
12809	,	Punct
12810	y	Spn
12811	after	Eng
12812	su	Spn
12813	cross-cultural	Eng
12814	,	Punct
12815	tumultuous	Eng
12816	courtship	Eng
12817	que	Spn
12818	terminó	Spn
12819	en	Spn
12820	una	Spn
12821	modesta	Spn
12822	boda	Spn
12823	en	Spn
12824	el	Spn
12825	front	Eng
12826	lawn	Eng
12827	de	Spn
12828	mis	Spn
12829	abuelos	Spn
12830	Chávez	NamedEnt
12831	en	Spn
12832	San	NamedEnt
12833	Diego	NamedEnt
12834	,	Punct
12835	Califas	NamedEnt
12836	,	Punct
12837	y	Spn
12838	after	Eng
12839	el	Spn
12840	subsecuente	Spn
12841	distanciamiento	Spn
12842	de	Spn
12843	papá	Spn
12844	de	Spn
12845	su	Spn
12846	familia	Spn
12847	judía	Spn
12848	de	Spn
12849	New	NamedEnt
12850	York	NamedEnt
12851	(	Punct
12852	especialmente	Spn
12853	de	Spn
12854	su	Spn
12855	mamá	Spn
12856	,	Punct
12857	Grandma	NamedEnt
12858	Edna	NamedEnt
12859	)	Punct
12860	pues	Spn
12861	,	Punct
12862	what	Eng
12863	other	Eng
12864	kind	Eng
12865	of	Eng
12866	a	Eng
12867	marriage	Eng
12868	could	Eng
12869	they	Eng
12870	be	Eng
12871	expected	Eng
12872	to	Eng
12873	have	Eng
12874	?	Punct
12875	Except	Eng
12876	the	Eng
12877	one	Eng
12878	they	Eng
12879	had	Eng
12880	:	Punct
12881	intense	Eng
12882	,	Punct
12883	loud	Eng
12884	,	Punct
12885	sarcastic	Eng
12886	,	Punct
12887	grand	Eng
12888	gestures	Eng
12889	,	Punct
12890	mucho	Spn
12891	grito	Spn
12892	y	Spn
12893	polémica	Spn
12894	y	Spn
12895	door	Eng
12896	slamming	Eng
12897	y	Spn
12898	bailes	Spn
12899	y	Spn
12900	cocktail	Eng
12901	parties	Eng
12902	y	Spn
12903	viajes	Spn
12904	y	Spn
12905	lágrimas	Spn
12906	y	Spn
12907	risa	Spn
12908	y	Spn
12909	una	Spn
12910	vez	Spn
12911	mamá	Spn
12912	hasta	Spn
12913	nos	Spn
12914	llevó	Spn
12915	a	Spn
12916	mí	Spn
12917	y	Spn
12918	a	Spn
12919	mi	Spn
12920	hermana	Spn
12921	,	Punct
12922	over	Eng
12923	night	Eng
12924	,	Punct
12925	a	Spn
12926	un	Spn
12927	hotel	Spn
12928	en	Spn
12929	Santa	NamedEnt
12930	Mónica	NamedEnt
12931	.	Punct
12932	All	Eng
12933	the	Eng
12934	way	Eng
12935	to	Eng
12936	the	Eng
12937	beach	Eng
12938	.	Punct
12939	Mom	NamedEnt
12940	was	Eng
12941	an	Eng
12942	excellent	Eng
12943	driver	Eng
12944	.	Punct
12945	Hasta	Spn
12946	enseñó	Spn
12947	a	Spn
12948	conducir	Spn
12949	a	Spn
12950	papá	Spn
12951	.	Punct
12952	No	Eng
12953	easy	Eng
12954	task	Eng
12955	porque	Spn
12956	Daddy	NamedEnt
12957	had	Eng
12958	been	Eng
12959	raised	Eng
12960	in	Eng
12961	New	NamedEnt
12962	York	NamedEnt
12963	City	NamedEnt
12964	y	Spn
12965	nunca	Spn
12966	.	Punct
12967	He’d	Eng
12968	never	Eng
12969	had	Eng
12970	to	Eng
12971	!	Punct
12972	Y	Spn
12973	además	Spn
12974	,	Punct
12975	I	Eng
12976	have	Eng
12977	to	Eng
12978	admit	Eng
12979	,	Punct
12980	tenía	Spn
12981	un	Spn
12982	pretty	Eng
12983	bad	Eng
12984	sense	Eng
12985	of	Eng
12986	direction	Eng
12987	.	Punct
12988	Pero	Spn
12989	ella	Spn
12990	,	Punct
12991	she’d	Eng
12992	learned	Eng
12993	how	Eng
12994	to	Eng
12995	drive	Eng
12996	on	Eng
12997	the	Eng
12998	open	Eng
12999	California	NamedEnt
13000	roads	Eng
13001	con	Spn
13002	sus	Spn
13003	tíos	Spn
13004	in	Eng
13005	their	Eng
13006	big	Eng
13007	,	Punct
13008	low	Eng
13009	American	Eng
13010	cars	Eng
13011	.	Punct
13012	Mamá	Spn
13013	was	Eng
13014	good	Spn
13015	,	Punct
13016	pero	Spn
13017	ojo	Spn
13018	,	Punct
13019	if	Eng
13020	anyone	Eng
13021	cut	Eng
13022	her	Eng
13023	off	Eng
13024	nos	Spn
13025	pedía	Spn
13026	(	Punct
13027	ella	Spn
13028	tan	Spn
13029	señorita	Spn
13030	,	Punct
13031	tan	Spn
13032	correcta	Spn
13033	,	Punct
13034	never	Eng
13035	a	Eng
13036	palabrota	Spn
13037	out	Eng
13038	of	Eng
13039	her	Eng
13040	mouth	Eng
13041	)	Punct
13042	:	Punct
13043	honey	Eng
13044	,	Punct
13045	roll	Eng
13046	down	Eng
13047	your	Eng
13048	window	Eng
13049	,	Punct
13050	will	Eng
13051	you	Eng
13052	,	Punct
13053	and	Eng
13054	give	Eng
13055	that	Eng
13056	guy	Eng
13057	the	Eng
13058	finger	Eng
13059	?	Punct
13060	Or	Eng
13061	si	Spn
13062	veía	Spn
13063	,	Punct
13064	en	Spn
13065	los	Spn
13066	L.A.	NamedEnt
13067	freeways	Eng
13068	,	Punct
13069	a	Spn
13070	algún	Spn
13071	movie	Eng
13072	star	Eng
13073	pues	Spn
13074	eso	Spn
13075	podía	Spn
13076	ser	Spn
13077	un	Spn
13078	poquito	Spn
13079	dangerous	Eng
13080	porque	Spn
13081	Mom	NamedEnt
13082	would	Eng
13083	speed	Eng
13084	up	Eng
13085	para	Spn
13086	arrimársele	Spn
13087	y	Spn
13088	saludar	Spn
13089	,	Punct
13090	como	Spn
13091	esa	Spn
13092	vez	Spn
13093	que	Spn
13094	she	Eng
13095	was	Eng
13096	sure	Eng
13097	,	Punct
13098	and	Eng
13099	yes	Eng
13100	,	Punct
13101	I	Eng
13102	think	Eng
13103	it	Eng
13104	actually	Eng
13105	was	Eng
13106	him	Eng
13107	,	Punct
13108	she	Eng
13109	rolled	Eng
13110	down	Eng
13111	her	Eng
13112	window	Eng
13113	and	Eng
13114	shouted	Eng
13115	,	Punct
13116	“	Punct
13117	Hey	Eng
13118	,	Punct
13119	Ernie	NamedEnt
13120	!	Punct
13121	"	Punct
13122	y	Spn
13123	definitivamente	Spn
13124	,	Punct
13125	it	Eng
13126	was	Eng
13127	Ernest	NamedEnt
13128	Borgnine	NamedEnt
13129	.	Punct
13130	Creo	Spn
13131	que	Spn
13132	esa	Spn
13133	vez	Spn
13134	,	Punct
13135	de	Spn
13136	ese	Spn
13137	fight	Eng
13138	cuando	Spn
13139	mamá	Spn
13140	nos	Spn
13141	llevó	Spn
13142	a	Spn
13143	Santa	NamedEnt
13144	Mónica	NamedEnt
13145	,	Punct
13146	que	Spn
13147	hasta	Spn
13148	nos	Spn
13149	llevó	Spn
13150	a	Spn
13151	Pacific	NamedEnt
13152	Ocean	NamedEnt
13153	Park	NamedEnt
13154	,	Punct
13155	pero	Spn
13156	that	Eng
13157	may	Eng
13158	have	Eng
13159	been	Eng
13160	another	Eng
13161	time	Eng
13162	.	Punct
13163	Pero	Spn
13164	for	Eng
13165	sure	Eng
13166	I	Eng
13167	know	Eng
13168	que	Spn
13169	lo	Spn
13170	único	Spn
13171	que	Spn
13172	cenamos	Spn
13173	was	Eng
13174	hot	Eng
13175	dogs	Eng
13176	,	Punct
13177	and	Eng
13178	we	Eng
13179	loved	Eng
13180	it	Eng
13181	.	Punct
13182	Y	Spn
13183	claro	Spn
13184	,	Punct
13185	luego	Spn
13186	,	Punct
13187	mucha	Spn
13188	llamada	Spn
13189	telefónica	Spn
13190	y	Spn
13191	finally	Eng
13192	they	Eng
13193	made	Eng
13194	up	Eng
13195	como	Spn
13196	siempre	Spn
13197	y	Spn
13198	nos	Spn
13199	fuimos	Spn
13200	back	Eng
13201	home	Eng
13202	.	Punct
13203	Uno	Spn
13204	de	Spn
13205	los	Spn
13206	peores	Spn
13207	momentos	Spn
13208	in	Eng
13209	all	Eng
13210	their	Eng
13211	long	Eng
13212	,	Punct
13213	romantic	Eng
13214	,	Punct
13215	starcrossed	Eng
13216	,	Punct
13217	movie-star	Eng
13218	marriage	Eng
13219	fue	Spn
13220	un	Spn
13221	verano	Spn
13222	cuando	Spn
13223	yo	Spn
13224	tenía	Spn
13225	como	Spn
13226	16	Num
13227	o	Spn
13228	17	Num
13229	años	Spn
13230	.	Punct
13231	Recuerdo	Spn
13232	que	Spn
13233	yo	Spn
13234	y	Spn
13235	mis	Spn
13236	hermanas	Spn
13237	nos	Spn
13238	dimos	Spn
13239	cuenta	Spn
13240	de	Spn
13241	que	Spn
13242	era	Spn
13243	the	Eng
13244	middle	Eng
13245	of	Eng
13246	the	Eng
13247	afternoon	Eng
13248	y	Spn
13249	mamá	Spn
13250	no	Spn
13251	se	Spn
13252	había	Spn
13253	levantado	Spn
13254	.	Punct
13255	Both	Eng
13256	my	Eng
13257	parents	Eng
13258	were	Eng
13259	early	Eng
13260	risers	Eng
13261	,	Punct
13262	so	Eng
13263	this	Eng
13264	was	Eng
13265	pretty	Eng
13266	strange	Eng
13267	.	Punct
13268	Papá	Spn
13269	estaba	Spn
13270	en	Spn
13271	un	Spn
13272	research	Eng
13273	trip	Eng
13274	,	Punct
13275	en	Spn
13276	España	NamedEnt
13277	.	Punct
13278	Bajamos	Spn
13279	a	Spn
13280	su	Spn
13281	recámara	Spn
13282	,	Punct
13283	y	Spn
13284	mamá	Spn
13285	se	Spn
13286	encontraba	Spn
13287	en	Spn
13288	negligee	Spn
13289	,	Punct
13290	distractedly	Eng
13291	munching	Eng
13292	See’s	NamedEnt
13293	chocolates	Eng
13294	.	Punct
13295	—	Punct
13296	¿Qué	Spn
13297	te	Spn
13298	pasa	Spn
13299	,	Punct
13300	mamá	Spn
13301	?	Punct
13302	le	Spn
13303	pregunté	Spn
13304	.	Punct
13305	Mom	NamedEnt
13306	is	Eng
13307	a	Eng
13308	Scorpio	NamedEnt
13309	y	Spn
13310	,	Punct
13311	TRUE	Eng
13312	to	Eng
13313	her	Eng
13314	sign	Eng
13315	,	Punct
13316	es	Spn
13317	muy	Spn
13318	apasionada	Spn
13319	,	Punct
13320	contundente	Spn
13321	y	Spn
13322	vengativa	Spn
13323	.	Punct
13324	Pero	Spn
13325	eso	Spn
13326	no	Spn
13327	significa	Spn
13328	en	Spn
13329	absoluto	Spn
13330	que	Spn
13331	ella	Spn
13332	sea	Spn
13333	self-revealing	Eng
13334	,	Punct
13335	easy	Eng
13336	to	Eng
13337	read	Eng
13338	o	Spn
13339	como	Spn
13340	quien	Spn
13341	dice	Spn
13342	,	Punct
13343	emotionally	Eng
13344	available	Eng
13345	.	Punct
13346	Al	Spn
13347	contrario	Spn
13348	:	Punct
13349	guarded	Eng
13350	,	Punct
13351	secretive	Eng
13352	.	Punct
13353	—	Punct
13354	Oh	Eng
13355	nothing	Eng
13356	,	Punct
13357	nos	Spn
13358	dijo	Spn
13359	.	Punct
13360	Siguió	Spn
13361	así	Spn
13362	un	Spn
13363	tiempo	Spn
13364	,	Punct
13365	como	Spn
13366	staring	Eng
13367	out	Eng
13368	the	Eng
13369	window	Eng
13370	,	Punct
13371	out	Eng
13372	through	Eng
13373	the	Eng
13374	northern	Eng
13375	Califas	NamedEnt
13376	pine	Eng
13377	trees	Eng
13378	,	Punct
13379	down	Eng
13380	over	Eng
13381	the	Eng
13382	small	Eng
13383	,	Punct
13384	bucolic	Eng
13385	,	Punct
13386	hippie-surf	Eng
13387	town	Eng
13388	al	Spn
13389	que	Spn
13390	Daddy	NamedEnt
13391	had	Eng
13392	moved	Eng
13393	us	Eng
13394	so	Eng
13395	we	Eng
13396	wouldn’t	Eng
13397	turn	Eng
13398	into	Eng
13399	Valley	NamedEnt
13400	Girls	NamedEnt
13401	and	Eng
13402	so	Eng
13403	his	Eng
13404	glaucomic	Eng
13405	eyes	Eng
13406	no	Spn
13407	tuvieran	Spn
13408	que	Spn
13409	soportar	Spn
13410	el	Spn
13411	daily	Eng
13412	commute	Eng
13413	through	Eng
13414	the	Eng
13415	smoggy	Eng
13416	Los	NamedEnt
13417	Angeles	NamedEnt
13418	basin	Eng
13419	.	Punct
13420	Mamá	Spn
13421	miraba	Spn
13422	,	Punct
13423	entre	Spn
13424	aturdida	Spn
13425	y	Spn
13426	ensoñada	Spn
13427	,	Punct
13428	toward	Eng
13429	the	Eng
13430	Pacific	NamedEnt
13431	Ocean	NamedEnt
13432	,	Punct
13433	her	Eng
13434	beautiful	Eng
13435	tilted	Eng
13436	black	Eng
13437	eyes	Eng
13438	clouded	Eng
13439	de	Spn
13440	angustia	Spn
13441	.	Punct
13442	Pero	Spn
13443	no	Spn
13444	decía	Spn
13445	nada	Spn
13446	.	Punct
13447	Yo	Spn
13448	sentía	Spn
13449	ominous	Eng
13450	waves	Eng
13451	de	Spn
13452	malestar	Spn
13453	.	Punct
13454	Y	Spn
13455	persistí	Spn
13456	.	Punct
13457	—	Punct
13458	Mom	NamedEnt
13459	,	Punct
13460	si	Spn
13461	no	Spn
13462	me	Spn
13463	dices	Spn
13464	qué	Spn
13465	tienes	Spn
13466	voy	Spn
13467	a	Spn
13468	pensar	Spn
13469	que	Spn
13470	es	Spn
13471	algo	Spn
13472	terrible	Spn
13473	.	Punct
13474	Like	Eng
13475	you	Eng
13476	have	Eng
13477	cancer	Eng
13478	or	Eng
13479	something	Eng
13480	,	Punct
13481	le	Spn
13482	dije	Spn
13483	.	Punct
13484	And	Eng
13485	I’m	Eng
13486	gonna	Eng
13487	call	Eng
13488	Dad	NamedEnt
13489	.	Punct
13490	At	Eng
13491	the	Eng
13492	mention	Eng
13493	of	Eng
13494	his	Eng
13495	name	Eng
13496	,	Punct
13497	irrumpió	Spn
13498	en	Spn
13499	llanto	Spn
13500	y	Spn
13501	anunció	Spn
13502	,	Punct
13503	finalmente	Spn
13504	,	Punct
13505	en	Spn
13506	tono	Spn
13507	altamente	Spn
13508	melodramático	Spn
13509	(	Punct
13510	typical	Eng
13511	of	Eng
13512	Mom	NamedEnt
13513	,	Punct
13514	pero	Spn
13515	lo	Spn
13516	compramos	Spn
13517	every	Eng
13518	time	Eng
13519	)	Punct
13520	:	Punct
13521	—	Punct
13522	Girls	Eng
13523	,	Punct
13524	I’m	Eng
13525	sureDaddy	Eng
13526	is	Eng
13527	having	Eng
13528	an	Eng
13529	affair	Eng
13530	.	Punct
13531	Con	Spn
13532	eso	Spn
13533	,	Punct
13534	se	Spn
13535	lanzó	Spn
13536	a	Spn
13537	un	Spn
13538	torrente	Spn
13539	de	Spn
13540	palabras	Spn
13541	:	Punct
13542	I’m	Eng
13543	going	Eng
13544	to	Eng
13545	lose	Eng
13546	20	Num
13547	pounds	Eng
13548	rinse	Eng
13549	my	Eng
13550	hair	Eng
13551	back	Eng
13552	to	Eng
13553	black	Eng
13554	voy	Spn
13555	a	Spn
13556	mudarme	Spn
13557	a	Spn
13558	San	NamedEnt
13559	Diego	NamedEnt
13560	con	Spn
13561	mis	Spn
13562	padres	Spn
13563	start	Eng
13564	teaching	Eng
13565	again	Eng
13566	lo	Spn
13567	voy	Spn
13568	a	Spn
13569	dejar	Spn
13570	,	Punct
13571	sí	Spn
13572	,	Punct
13573	it’s	Eng
13574	over	Eng
13575	,	Punct
13576	this	Eng
13577	is	Eng
13578	it	Eng
13579	.	Punct
13580	Pero	Spn
13581	mamá	Spn
13582	,	Punct
13583	we	Eng
13584	reasoned	Eng
13585	,	Punct
13586	how	Eng
13587	do	Eng
13588	you	Eng
13589	know	Eng
13590	?	Punct
13591	En	Spn
13592	sus	Spn
13593	slender	Spn
13594	,	Punct
13595	hermosos	Spn
13596	dedos	Spn
13597	she	Eng
13598	held	Eng
13599	out	Eng
13600	,	Punct
13601	away	Eng
13602	from	Eng
13603	her	Eng
13604	body	Eng
13605	y	Spn
13606	como	Spn
13607	con	Spn
13608	una	Spn
13609	mueca	Spn
13610	de	Spn
13611	asco	Spn
13612	,	Punct
13613	extended	Eng
13614	toward	Eng
13615	us	Eng
13616	,	Punct
13617	un	Spn
13618	pale	Eng
13619	yellow	Eng
13620	sobre	Spn
13621	.	Punct
13622	Weopened	EngNoSpace
13623	it	Eng
13624	.	Punct
13625	We	Eng
13626	read	Eng
13627	it	Eng
13628	.	Punct
13629	—	Punct
13630	Pero	Spn
13631	mamá	Spn
13632	,	Punct
13633	le	Spn
13634	dije	Spn
13635	,	Punct
13636	this	Eng
13637	doesn’t	Eng
13638	prove	Eng
13639	anything	Eng
13640	.	Punct
13641	In	Eng
13642	his	Eng
13643	absence	Eng
13644	,	Punct
13645	Daddy	NamedEnt
13646	had	Eng
13647	given	Eng
13648	Mom	NamedEnt
13649	carte	Frn
13650	blanche	Frn
13651	to	Eng
13652	take	Eng
13653	care	Eng
13654	of	Eng
13655	his	Eng
13656	mail	Eng
13657	.	Punct
13658	The	Eng
13659	offending	Eng
13660	letter	Eng
13661	era	Spn
13662	una	Spn
13663	carta	Spn
13664	de	Spn
13665	una	Spn
13666	ex-novia	Spn
13667	de	Spn
13668	papá	Spn
13669	,	Punct
13670	de	Spn
13671	hace	Spn
13672	décadas	Spn
13673	.	Punct
13674	Pues	Spn
13675	ahora	Spn
13676	se	Spn
13677	divorciaba	Spn
13678	del	Spn
13679	marido	Spn
13680	,	Punct
13681	y	Spn
13682	le	Spn
13683	había	Spn
13684	mandado	Spn
13685	a	Spn
13686	Daddy	NamedEnt
13687	un	Spn
13688	let’s	Eng
13689	catch	Eng
13690	up	Eng
13691	,	Punct
13692	let’s	Eng
13693	meet	Eng
13694	for	Eng
13695	.	Punct
13696	.	Punct
13697	.	Punct
13698	letter	Eng
13699	,	Punct
13700	con	Spn
13701	lujo	Spn
13702	de	Spn
13703	detalles	Spn
13704	wannabe	Eng
13705	seductores	Spn
13706	about	Eng
13707	sunbathing	Eng
13708	semi-desnuda	Spn
13709	en	Spn
13710	su	Spn
13711	Oregon	NamedEnt
13712	backyard	Eng
13713	,	Punct
13714	con	Spn
13715	su	Spn
13716	miniature	Eng
13717	poodle	Eng
13718	correteando	Spn
13719	by	Eng
13720	her	Eng
13721	feet	Eng
13722	.	Punct
13723	Stuff	Eng
13724	like	Eng
13725	that	Eng
13726	.	Punct
13727	Daddy	NamedEnt
13728	was	Eng
13729	a	Eng
13730	Libra	NamedEnt
13731	.	Punct
13732	Guapo	Spn
13733	.	Punct
13734	Smooth	Eng
13735	.	Punct
13736	Urbane	Eng
13737	.	Punct
13738	Funny	Eng
13739	as	Eng
13740	hell	Eng
13741	.	Punct
13742	Con	Spn
13743	una	Spn
13744	voz	Spn
13745	rica	Spn
13746	,	Punct
13747	low	Eng
13748	,	Punct
13749	melodiosa	Spn
13750	.	Punct
13751	En	Spn
13752	primer	Spn
13753	lugar	Spn
13754	,	Punct
13755	tendría	Spn
13756	que	Spn
13757	haber	Spn
13758	sabido	Spn
13759	la	Spn
13760	mujer	Spn
13761	(	Punct
13762	Jean	NamedEnt
13763	,	Punct
13764	me	Spn
13765	acuerdo	Spn
13766	que	Spn
13767	se	Spn
13768	llamaba	Spn
13769	)	Punct
13770	that	Eng
13771	Daddy	NamedEnt
13772	was	Eng
13773	notfond	EngNoSpace
13774	of	Eng
13775	dogs	Eng
13776	.	Punct
13777	He	Eng
13778	was	Eng
13779	a	Eng
13780	cat	Eng
13781	person	Eng
13782	.	Punct
13783	Pero	Spn
13784	ni	Spn
13785	modo	Spn
13786	.	Punct
13787	Le	Spn
13788	dijimos	Spn
13789	,	Punct
13790	Mom	NamedEnt
13791	,	Punct
13792	the	Eng
13793	only	Eng
13794	thing	Eng
13795	this	Eng
13796	proveses	MixedNoSpace
13797	que	Spn
13798	esta	Spn
13799	mujer	Spn
13800	has	Eng
13801	the	Eng
13802	hots	Eng
13803	for	Eng
13804	Dad	NamedEnt
13805	.	Punct
13806	That’s	Eng
13807	all	Eng
13808	.	Punct
13809	Pero	Spn
13810	mamá	Spn
13811	would	Eng
13812	have	Eng
13813	none	Eng
13814	of	Eng
13815	it	Eng
13816	.	Punct
13817	Of	Eng
13818	reason	Eng
13819	.	Punct
13820	Según	Spn
13821	ella	Spn
13822	,	Punct
13823	it	Eng
13824	was	Eng
13825	all	Eng
13826	over	Eng
13827	.	Punct
13828	Guilty	Eng
13829	as	Eng
13830	charged	Eng
13831	.	Punct
13832	Guilty	Eng
13833	even	Eng
13834	beforethe	Eng
13835	trial	Eng
13836	!	Punct
13837	Así	Spn
13838	era	Spn
13839	mamá	Spn
13840	,	Punct
13841	desde	Spn
13842	siempre	Spn
13843	.	Punct
13844	Y	Spn
13845	llamadas	Spn
13846	telefónicas	Spn
13847	a	Spn
13848	Madrid	NamedEnt
13849	.	Punct
13850	DeMadrid	
13851	.	Punct
13852	A	Spn
13853	Selma	NamedEnt
13854	,	Punct
13855	la	Spn
13856	amiga	Spn
13857	de	Spn
13858	la	Spn
13859	familia	Spn
13860	donde	Spn
13861	papá	Spn
13862	se	Spn
13863	hospedaba	Spn
13864	.	Punct
13865	Que	Spn
13866	would	Eng
13867	you	Eng
13868	please	Eng
13869	tell	Eng
13870	Joe	NamedEnt
13871	I’m	Eng
13872	leaving	Eng
13873	him	Eng
13874	.	Punct
13875	Que	Spn
13876	llamadas	Spn
13877	de	Spn
13878	papá	Spn
13879	,	Punct
13880	histérico	Spn
13881	,	Punct
13882	June	Eng
13883	,	Punct
13884	whaaat	EngNonSt
13885	?	Punct
13886	Don’t	Eng
13887	be	Eng
13888	ridiculous	Eng
13889	,	Punct
13890	I	Eng
13891	never	Eng
13892	.	Punct
13893	.	Punct
13894	.	Punct
13895	slam	Eng
13896	the	Eng
13897	phone	Eng
13898	down	Eng
13899	.	Punct
13900	Todo	Spn
13901	esto	Spn
13902	,	Punct
13903	of	Eng
13904	course	Eng
13905	,	Punct
13906	waaay	EngNonSt
13907	before	Eng
13908	Email	Eng
13909	and	Eng
13910	cheap	Eng
13911	,	Punct
13912	deregulated	Eng
13913	international	Eng
13914	calls	Eng
13915	.	Punct
13916	Esto	Spn
13917	era	Spn
13918	a	Spn
13919	puro	Spn
13920	telegrama	Spn
13921	.	Punct
13922	STOP	Eng
13923	.	Punct
13924	Ramo	NamedEnt
13925	de	Spn
13926	rosas	Spn
13927	.	Punct
13928	STOP	Eng
13929	.	Punct
13930	Lágrimas	Spn
13931	y	Spn
13932	gritos	Spn
13933	transatlánticos	Spn
13934	y	Spn
13935	finally	Eng
13936	.	Punct
13937	Yes	Eng
13938	.	Punct
13939	Daddy	NamedEnt
13940	actually	Eng
13941	cut	Eng
13942	short	Eng
13943	his	Eng
13944	research	Eng
13945	trip	Eng
13946	.	Punct
13947	By	Eng
13948	a	Eng
13949	whole	Eng
13950	week	Eng
13951	.	Punct
13952	Furioso	Spn
13953	,	Punct
13954	resignado	Spn
13955	,	Punct
13956	enamorado	Spn
13957	,	Punct
13958	Daddy	NamedEnt
13959	regresó	Spn
13960	a	Spn
13961	casa	Spn
13962	to	Eng
13963	the	Eng
13964	tribunal	Eng
13965	that	Eng
13966	was	Eng
13967	awaiting	Eng
13968	him	Eng
13969	.	Punct
13970	Porque	Spn
13971	eso	Spn
13972	debería	Spn
13973	de	Spn
13974	haber	Spn
13975	sido	Spn
13976	una	Spn
13977	jodienda	Spn
13978	:	Punct
13979	four	Eng
13980	women	Eng
13981	,	Punct
13982	todas	Spn
13983	taking	Eng
13984	mami’s	EngNonSt
13985	side	Eng
13986	,	Punct
13987	putting	Eng
13988	him	Eng
13989	—	Punct
13990	el	Eng
13991	gran	Spn
13992	catedrático	Spn
13993	,	Punct
13994	world-renowned	Eng
13995	orador	Eng
13996	—	Punct
13997	on	Eng
13998	trial	Eng
13999	.	Punct
14000	La	Spn
14001	realidad	Spn
14002	era	Spn
14003	que	Spn
14004	papá	Spn
14005	no	Spn
14006	había	Spn
14007	hecho	Spn
14008	nada	Spn
14009	.	Punct
14010	Ni	Spn
14011	siquiera	Spn
14012	había	Spn
14013	visto	Spn
14014	a	Spn
14015	la	Spn
14016	tal	Spn
14017	Jean	NamedEnt
14018	in	Eng
14019	over	Eng
14020	20	Num
14021	years	Eng
14022	.	Punct
14023	Pero	Spn
14024	eso	Spn
14025	sí	Spn
14026	,	Punct
14027	we	Eng
14028	put	Eng
14029	him	Eng
14030	through	Eng
14031	the	Eng
14032	wringer	Eng
14033	.	Punct
14034	Daddy	NamedEnt
14035	was	Eng
14036	beautiful	Eng
14037	,	Punct
14038	y	Spn
14039	supongo	Spn
14040	que	Spn
14041	women	Eng
